label,scale,method,ene,delta,reldelta,group
Pd,1.0,"PBE+MBD(rpa,scs)",-4.046699505040353,-0.1566995050403528,-0.040282649110630536,
Pd,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-3.9371845231455023,-0.047184523145502144,-0.012129697466710063,
Pd,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-3.8830094251597367,0.0069905748402634416,0.0017970629409417586,
Pd,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-3.880235984280288,0.009764015719712305,0.0025100297479980216,
Pd,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-3.8453226168472643,0.04467738315273584,0.011485188471140318,
Pd,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-4.222858324758808,-0.3328583247588077,-0.0855676927400534,
Pd,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-3.89574424717621,-0.005744247176209694,-0.0014766702252467078,
Pd,1.0,PBE+MBD(scs),-4.045135454455544,-0.15513545445554344,-0.03988057955155358,
Pd,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.9361623482219907,-0.04616234822199061,-0.01186692756349373,
Pd,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-3.884330619852506,0.005669380147494074,0.001457424202440636,
Pd,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-3.8807783885864726,0.009221611413527508,0.002370594193708871,
Pd,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.845756126053121,0.04424387394687912,0.011373746515907229,
Pd,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",,,,
Pd,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-3.8963351745148174,-0.006335174514817243,-0.001628579566791065,
Pd,1.0,PBE,-3.7038219364525067,0.18617806354749344,0.04786068471657929,
Pt,1.0,"PBE+MBD(rpa,scs)",-6.34468370876068,-0.5046837087606804,-0.08641844328093842,
Pt,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-6.367166417880023,-0.5271664178800233,-0.09026822223973001,
Pt,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-5.922765310652977,-0.08276531065297732,-0.014172142235098856,
Pt,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-6.141750002211776,-0.30175000221177584,-0.05166952092667394,
Pt,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-6.062025999269685,-0.22202599926968514,-0.038018150559877596,
Pt,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.198382596007382,-0.35838259600738187,-0.06136688287797635,
Pt,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-6.134300779975023,-0.294300779975023,-0.050393969173805314,
Pt,1.0,PBE+MBD(scs),-6.356863342248956,-0.5168633422489561,-0.0885039969604377,
Pt,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
Pt,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-5.924195007776145,-0.0841950077761453,-0.01441695338632625,
Pt,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-6.159249021290811,-0.319249021290811,-0.05466592830322106,
Pt,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.073208375892236,-0.23320837589223586,-0.039932941077437646,
Pt,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",,,,
Pt,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-6.151146144853613,-0.31114614485361347,-0.05327844946123519,
Pt,1.0,PBE,-5.738238190205496,0.10176180979450411,0.017424967430565774,
Rb,1.0,"PBE+MBD(rpa,scs)",-4.979495454825809,-4.129495454825809,-4.858229946853894,
Rb,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-1.283224208501295,-0.43322420850129506,-0.5096755394132884,
Rb,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-0.8047869824205987,0.04521301757940133,0.05319178538753097,
Rb,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-0.900018751704514,-0.050018751704513975,-0.05884559024060468,
Rb,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-0.8352319156215042,0.01476808437849575,0.01737421691587735,
Rb,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-0.8350527863724289,0.014947213627571121,0.017584957208907202,
Rb,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-0.8837305795813462,-0.033730579581346176,-0.039683034801583736,
Rb,1.0,PBE+MBD(scs),,,,
Rb,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
Rb,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-0.8048337245099821,0.04516627549001784,0.05313679469413864,
Rb,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-0.9028122154223333,-0.052812215422333275,-0.062132018143921504,
Rb,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.8364392293231253,0.013560770676874667,0.01595384785514667,
Rb,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-0.8362561602977571,0.01374383970224291,0.016169223179109307,
Rb,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-0.8861358859211513,-0.036135885921151356,-0.04251280696606042,
Rb,1.0,PBE,-0.7876080655198191,0.06239193448018088,0.07340227585903633,
Rh,1.0,"PBE+MBD(rpa,scs)",-6.671304743992392,-0.9213047439923923,-0.16022691199867692,
Rh,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-6.642760502802717,-0.8927605028027168,-0.15526269613960292,
Rh,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-5.9528779043657,-0.20287790436569964,-0.03528311380273037,
Rh,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-6.216910651726097,-0.4669106517260966,-0.08120185247410375,
Rh,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-6.107255379105679,-0.3572553791056787,-0.06213137027924848,
Rh,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.280070825114752,-0.5300708251147519,-0.09218623045473946,
Rh,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-6.2272357815501405,-0.47723578155014046,-0.08299752722611138,
Rh,1.0,PBE+MBD(scs),,,,
Rh,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
Rh,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-5.953906097960144,-0.20390609796014392,-0.03546193008002503,
Rh,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",,,,
Rh,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.127862278515967,-0.3778622785159671,-0.0657151788723421,
Rh,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",,,,
Rh,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",,,,
Rh,1.0,PBE,-5.826760495832427,-0.07676049583242683,-0.01334965144911771,
Si,1.0,"PBE+MBD(rpa,scs)",-4.8385324576528745,-0.20853245765287465,-0.04503940770040489,
Si,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-4.817310872191805,-0.1873108721918051,-0.04045591192047626,
Si,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-4.761206568368635,-0.13120656836863542,-0.028338351699489294,
Si,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-4.770330020287594,-0.14033002028759434,-0.03030885967334651,
Si,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-4.772074723853406,-0.1420747238534057,-0.03068568549749583,
Si,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-4.7741975046697025,-0.1441975046697026,-0.031144169475097756,
Si,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-4.78952932910849,-0.15952932910848983,-0.034455578641142515,
Si,1.0,PBE+MBD(scs),-4.837304594610496,-0.20730459461049566,-0.04477421049902714,
Si,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.819366405248253,-0.18936640524825332,-0.04089987154389921,
Si,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-4.761203499396003,-0.13120349939600295,-0.028337688854428285,
Si,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-4.771351240926886,-0.14135124092688578,-0.030529425686152436,
Si,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.7731066592612,-0.1431066592611998,-0.030908565715161946,
Si,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-4.775119140848024,-0.14511914084802413,-0.03134322696501601,
Si,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-4.790672301764435,-0.1606723017644347,-0.03470244098583903,
Si,1.0,PBE,-4.566575447325833,0.06342455267416724,0.013698607489021004,
SiC,1.0,"PBE+MBD(rpa,scs)",-6.673884189343767,-0.3138841893437663,-0.04935285995971168,
SiC,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-6.617735007347178,-0.25773500734717736,-0.040524372224398954,
SiC,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-6.609516811640349,-0.24951681164034856,-0.039232203088105114,
SiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-6.598848457251131,-0.23884845725113024,-0.03755478887596387,
SiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-6.601640695818777,-0.24164069581877712,-0.037993820097292,
SiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.6055760352722075,-0.24557603527220717,-0.03861258416229672,
SiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-6.627764874892294,-0.2677648748922934,-0.04210139542331657,
SiC,1.0,PBE+MBD(scs),-6.673775302593859,-0.313775302593859,-0.04933573940155015,
SiC,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-6.617129710745428,-0.2571297107454278,-0.040429199802740214,
SiC,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-6.608629109122797,-0.24862910912279634,-0.03909262722056546,
SiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-6.597908274309247,-0.23790827430924644,-0.03740696136937837,
SiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.6006870412648,-0.2406870412647999,-0.037843874412704384,
SiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.604620271940022,-0.2446202719400219,-0.038462306908808475,
SiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-6.626708634527972,-0.2667086345279719,-0.0419353198943352,
SiC,1.0,PBE,-6.408285904805529,-0.04828590480552908,-0.007592123397095767,
Sn,1.0,"PBE+MBD(rpa,scs)",-3.44999209057339,-0.30999209057338994,-0.09872359572400953,
Sn,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-3.4805595508848444,-0.34055955088484424,-0.10845845569581027,
Sn,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-3.382723735259414,-0.24272373525941404,-0.07730055263038664,
Sn,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-3.4725787204480265,-0.3325787204480264,-0.10591678995160075,
Sn,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-3.448771671395132,-0.30877167139513206,-0.09833492719590192,
Sn,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-3.5052122329173163,-0.3652122329173162,-0.11630962831761661,
Sn,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-3.4523354341038925,-0.3123354341038924,-0.0994698834725772,
Sn,1.0,PBE+MBD(scs),-3.4525279415347816,-0.3125279415347815,-0.09953119157158645,
Sn,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.4881414015229284,-0.3481414015229283,-0.11087305780984977,
Sn,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-3.3833855779928745,-0.2433855779928744,-0.07751133057097911,
Sn,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-3.4787433783886086,-0.33874337838860846,-0.10788005681165874,
Sn,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.4544096498771824,-0.31440964987718223,-0.10013046174432555,
Sn,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-3.512650294735267,-0.372650294735267,-0.11867843781377929,
Sn,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-3.458051646040232,-0.31805164604023206,-0.10129033313383186,
Sn,1.0,PBE,-3.1762776795986003,-0.03627767959860018,-0.011553401146051011,
Sr,1.0,"PBE+MBD(rpa,scs)",-3.214076172600507,-1.4940761726005072,-0.8686489375584344,
Sr,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-2.1165220680249974,-0.39652206802499745,-0.23053608606104503,
Sr,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-1.664637917045377,0.05536208295462308,0.03218725753175761,
Sr,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-1.7229570627152093,-0.0029570627152093465,-0.0017192225088426434,
Sr,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-1.6880977381662312,0.031902261833768764,0.01854782664753998,
Sr,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-1.6892250402695088,0.030774959730491158,0.017892418447959975,
Sr,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-1.7507174320048526,-0.030717432004852663,-0.017858972095844573,
Sr,1.0,PBE+MBD(scs),,,,
Sr,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
Sr,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-1.664402645637025,0.05559735436297508,0.032324043234287836,
Sr,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-1.723351865160105,-0.0033518651601049942,-0.0019487588140145316,
Sr,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.6883239303107034,0.03167606968929659,0.018416319586800345,
Sr,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-1.689347705219498,0.03065229478050191,0.017821101616570877,
Sr,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-1.7512528403391348,-0.03125284033913478,-0.01817025601112487,
Sr,1.0,PBE,-1.6411422994001914,0.07885770059980857,0.04584750034872591,
Ta,1.0,"PBE+MBD(rpa,scs)",-9.412083620418553,-1.322083620418553,-0.16342195555235514,
Ta,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-8.633000556206719,-0.543000556206719,-0.0671199698648602,
Ta,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-8.247995750535566,-0.1579957505355658,-0.01952975902788205,
Ta,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-8.35236258240384,-0.26236258240384025,-0.03243047990158718,
Ta,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-8.299866812660955,-0.2098668126609553,-0.025941509599623647,
Ta,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-8.288634373204182,-0.19863437320418242,-0.024553074561703636,
Ta,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-8.418069167318329,-0.32806916731832914,-0.04055243106530645,
Ta,1.0,PBE+MBD(scs),,,,
Ta,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.672885262444824,-0.5828852624448242,-0.07205009424534292,
Ta,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-8.248589902053627,-0.15858990205362744,-0.019603201737160375,
Ta,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-8.351622914436708,-0.2616229144367086,-0.032339049992176586,
Ta,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.299351356780056,-0.209351356780056,-0.025877794410390113,
Ta,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-8.288560441441067,-0.19856044144106733,-0.024543935901244415,
Ta,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-8.417054504464016,-0.32705450446401585,-0.0404270092044519,
Ta,1.0,PBE,-8.179819655692457,-0.08981965569245709,-0.011102553237633758,
TiC,1.0,"PBE+MBD(rpa,scs)",,,,
TiC,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-7.715228654568601,-0.5552286545686007,-0.07754590147606155,
TiC,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-7.6064424013067065,-0.4464424013067063,-0.06235229068529418,
TiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-7.664807774871021,-0.5048077748710211,-0.07050387917193032,
TiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-7.645878331400119,-0.4858783314001185,-0.06786010215085454,
TiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.6627666615746515,-0.5027666615746513,-0.0702188074824932,
TiC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-7.734054184042792,-0.574054184042792,-0.08017516536910502,
TiC,1.0,PBE+MBD(scs),,,,
TiC,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
TiC,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-7.606499158883828,-0.4464991588838281,-0.062360217721205036,
TiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-7.66546980720221,-0.5054698072022097,-0.07059634178801812,
TiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.646352580785922,-0.4863525807859217,-0.06792633809859241,
TiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.663664581131147,-0.5036645811311464,-0.07034421524178022,
TiC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-7.735250945179902,-0.5752509451799019,-0.08034231077931592,
TiC,1.0,PBE,-7.4698544222113545,-0.3098544222113544,-0.0432757572920886,
TiN,1.0,"PBE+MBD(rpa,scs)",-7.441353945506463,-0.7513539455064624,-0.11231000680216179,
TiN,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-7.299371095263625,-0.6093710952636249,-0.09108686027856873,
TiN,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-7.214126047149492,-0.5241260471494913,-0.07834470062025281,
TiN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-7.267330150942098,-0.5773301509420978,-0.0862974814562179,
TiN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-7.246806281040595,-0.5568062810405943,-0.08322963842161349,
TiN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.266604691076888,-0.5766046910768878,-0.08618904201448248,
TiN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-7.324940519929193,-0.6349405199291924,-0.09490889685040245,
TiN,1.0,PBE+MBD(scs),,,,
TiN,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-7.321479412401642,-0.6314794124016414,-0.09439154146511829,
TiN,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-7.214587495804545,-0.5245874958045444,-0.07841367650292144,
TiN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-7.268109345617723,-0.5781093456177224,-0.08641395300713339,
TiN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.247394337022308,-0.5573943370223073,-0.08331753916626417,
TiN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.267849123621267,-0.5778491236212666,-0.08637505584772295,
TiN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-7.32619831051645,-0.6361983105164493,-0.09509690740156192,
TiN,1.0,PBE,-7.064692660323172,-0.3746926603231717,-0.05600787149823194,
V,1.0,"PBE+MBD(rpa,scs)",-7.000982785542068,-1.6909827855420687,-0.3184525019853237,
V,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-6.407090482926647,-1.0970904829266477,-0.20660837719899205,
V,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-6.135147346381172,-0.825147346381172,-0.15539498048609643,
V,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-6.180462364930865,-0.8704623649308658,-0.16392888228453217,
V,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-6.167464758028617,-0.857464758028617,-0.16148112203928758,
V,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.176901020984664,-0.8669010209846642,-0.16325819604230965,
V,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-6.2596988685917205,-0.9496988685917209,-0.1788510110342224,
V,1.0,PBE+MBD(scs),-7.049421565001206,-1.7394215650012068,-0.3275746826744269,
V,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-6.418770157607472,-1.1087701576074727,-0.2088079392857764,
V,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-6.135526531338113,-0.825526531338113,-0.15546639008250718,
V,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-6.179907679798398,-0.8699076797983984,-0.163824421807608,
V,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.166992038730477,-0.8569920387304775,-0.16139209768935547,
V,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.176559533446686,-0.8665595334466865,-0.16319388577150407,
V,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-6.2586430573328125,-0.9486430573328128,-0.17865217652218698,
V,1.0,PBE,-6.093356634163979,-0.7833566341639795,-0.14752478986138975,
VC,1.0,"PBE+MBD(rpa,scs)",-7.752341416323688,-0.8123414163236875,-0.11705207728007024,
VC,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-7.6665446803634385,-0.7265446803634381,-0.10468943521087004,
VC,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-7.550886074017618,-0.6108860740176176,-0.08802392997372012,
VC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-7.6129245364556715,-0.6729245364556711,-0.09696318969101889,
VC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-7.595003980960043,-0.6550039809600428,-0.09438097708357965,
VC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.612443166618167,-0.6724431666181667,-0.0968938280429635,
VC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-7.687338794602515,-0.7473387946025145,-0.10768570527413752,
VC,1.0,PBE+MBD(scs),,,,
VC,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
VC,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-7.551314724362461,-0.6113147243624608,-0.08808569515309234,
VC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-7.614271862536895,-0.6742718625368944,-0.09715732889580611,
VC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.596060249528603,-0.6560602495286023,-0.09453317716550465,
VC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.6142454541869755,-0.6742454541869751,-0.09715352365806558,
VC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-7.689715288420874,-0.749715288420874,-0.10802813954191268,
VC,1.0,PBE,-7.41211633001773,-0.47211633001772935,-0.06802828962791489,
VN,1.0,"PBE+MBD(rpa,scs)",-7.028830868685548,-0.7788308686855476,-0.12461293898968762,
VN,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-6.901000752361323,-0.6510007523613233,-0.10416012037781172,
VN,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-6.81234349220238,-0.5623434922023796,-0.08997495875238073,
VN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-6.869698664625728,-0.6196986646257283,-0.09915178634011652,
VN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-6.849877976609343,-0.5998779766093429,-0.09598047625749487,
VN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.870825352254934,-0.6208253522549336,-0.09933205636078939,
VN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-6.927211693288657,-0.6772116932886574,-0.10835387092618518,
VN,1.0,PBE+MBD(scs),,,,
VN,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
VN,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-6.813012351351366,-0.5630123513513663,-0.0900819762162186,
VN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-6.871451074572649,-0.6214510745726489,-0.09943217193162383,
VN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.851280423415721,-0.6012804234157212,-0.09620486774651539,
VN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-6.873268021423487,-0.6232680214234874,-0.09972288342775798,
VN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-6.9299215791667095,-0.6799215791667095,-0.10878745266667351,
VN,1.0,PBE,-6.6557552232683355,-0.40575522326833546,-0.06492083572293367,
W,1.0,"PBE+MBD(rpa,scs)",-10.145142685183046,-1.2451426851830458,-0.13990367249247707,
W,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-9.408282489202696,-0.5082824892026956,-0.05711039204524669,
W,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-9.002552500112339,-0.10255250011233841,-0.011522752821611056,
W,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-9.124168250287125,-0.22416825028712495,-0.025187443852485947,
W,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-9.064700624073108,-0.1647006240731077,-0.018505688098101988,
W,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-9.052746745120382,-0.1527467451203819,-0.01716255563150358,
W,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-9.187893635699853,-0.28789363569985227,-0.032347599516837335,
W,1.0,PBE+MBD(scs),-10.265559109573692,-1.3655591095736916,-0.15343360781726872,
W,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-9.450798963415828,-0.5507989634158275,-0.061887523979306455,
